Modelo,Conjunto,indice_archivo_original,y_real,y_pred
KNN,train,211,0,0
KNN,train,212,0,0
KNN,train,213,0,0
KNN,train,216,0,0
KNN,train,217,0,0
KNN,train,218,0,1
KNN,train,219,0,0
KNN,train,222,0,0
KNN,train,223,1,0
KNN,train,224,1,0
KNN,train,225,1,0
KNN,train,226,1,0
KNN,train,227,1,0
KNN,train,230,1,1
KNN,train,231,1,1
KNN,train,232,1,1
KNN,train,233,1,0
KNN,train,234,1,1
KNN,train,237,1,0
KNN,train,238,1,0
KNN,train,239,1,0
KNN,train,240,1,1
KNN,train,241,1,0
KNN,train,244,0,0
KNN,train,245,0,1
KNN,train,246,0,0
KNN,train,247,0,0
KNN,train,248,0,0
KNN,train,251,0,0
KNN,train,252,0,0
KNN,train,253,0,0
KNN,train,254,0,0
KNN,train,255,0,0
KNN,train,258,0,0
KNN,train,259,0,0
KNN,train,260,0,0
KNN,train,261,0,0
KNN,train,262,0,0
KNN,train,265,0,0
KNN,train,266,0,0
KNN,train,267,0,0
KNN,train,268,0,0
KNN,train,269,0,0
KNN,train,271,0,0
KNN,train,273,0,0
KNN,train,274,0,0
KNN,train,275,0,0
KNN,train,276,0,0
KNN,train,277,0,0
KNN,train,280,0,0
KNN,train,281,0,0
KNN,train,282,0,0
KNN,train,283,0,0
KNN,train,284,0,0
KNN,train,285,0,0
KNN,train,288,0,0
KNN,train,289,0,1
KNN,train,290,0,1
KNN,train,293,0,0
KNN,train,294,0,0
KNN,train,295,0,0
KNN,train,296,0,0
KNN,train,297,0,0
KNN,train,300,1,1
KNN,train,301,1,1
KNN,train,302,1,1
KNN,train,303,1,0
KNN,train,304,1,1
KNN,train,305,1,0
KNN,train,308,1,1
KNN,train,309,1,1
KNN,train,310,1,1
KNN,train,311,1,1
KNN,train,312,1,1
KNN,train,314,1,1
KNN,train,315,1,1
KNN,train,317,1,1
KNN,train,318,1,1
KNN,train,319,1,1
KNN,train,321,1,1
KNN,train,322,1,1
KNN,train,324,1,1
KNN,train,325,1,1
KNN,train,326,1,1
KNN,train,328,1,0
KNN,train,329,1,0
KNN,train,331,1,1
KNN,train,332,1,0
KNN,train,333,1,1
KNN,train,335,1,1
KNN,train,336,1,1
KNN,train,337,1,1
KNN,train,338,1,1
KNN,train,340,0,0
KNN,train,343,1,1
KNN,train,344,1,1
KNN,train,345,1,1
KNN,train,346,1,1
KNN,train,347,1,1
KNN,train,348,1,1
KNN,train,349,1,1
KNN,train,352,1,0
KNN,train,353,1,1
KNN,train,354,1,1
KNN,train,355,0,0
KNN,train,356,1,1
KNN,train,357,1,1
KNN,train,358,1,1
KNN,train,361,1,1
KNN,train,362,1,1
KNN,train,363,1,1
KNN,train,365,1,1
KNN,train,367,1,1
KNN,train,368,1,1
KNN,train,371,1,1
KNN,train,372,1,1
KNN,train,373,1,1
KNN,train,374,1,1
KNN,train,375,1,1
KNN,train,376,1,1
KNN,train,377,1,1
KNN,train,378,1,1
KNN,train,381,1,1
KNN,train,382,1,1
KNN,validacion,4,0,0
KNN,validacion,10,0,0
KNN,validacion,18,0,0
KNN,validacion,23,0,0
KNN,validacion,31,0,0
KNN,validacion,41,0,0
KNN,validacion,50,0,0
KNN,validacion,58,0,0
KNN,validacion,62,0,0
KNN,validacion,71,0,0
KNN,validacion,84,0,0
KNN,validacion,87,1,0
KNN,validacion,95,0,0
KNN,validacion,104,0,0
KNN,validacion,111,0,0
KNN,validacion,117,0,0
KNN,validacion,130,0,0
KNN,validacion,136,0,0
KNN,validacion,142,0,0
KNN,validacion,146,0,0
KNN,validacion,153,0,0
KNN,validacion,159,0,0
KNN,validacion,169,0,0
KNN,validacion,176,0,0
KNN,validacion,188,0,0
KNN,validacion,191,0,0
KNN,validacion,198,0,0
KNN,validacion,208,0,1
KNN,validacion,215,0,0
KNN,validacion,221,0,0
KNN,validacion,229,1,1
KNN,validacion,236,1,0
KNN,validacion,243,0,0
KNN,validacion,250,0,0
KNN,validacion,257,0,0
KNN,validacion,264,0,0
KNN,validacion,272,0,0
KNN,validacion,279,0,0
KNN,validacion,287,0,0
KNN,validacion,291,0,1
KNN,validacion,299,1,0
KNN,validacion,307,1,1
KNN,validacion,316,1,1
KNN,validacion,323,1,1
KNN,validacion,330,1,1
KNN,validacion,339,0,1
KNN,validacion,342,1,1
KNN,validacion,351,1,0
KNN,validacion,360,1,1
KNN,validacion,366,1,1
KNN,validacion,370,1,1
KNN,validacion,380,1,1
Árbol de decisión,train,0,0,0
Árbol de decisión,train,1,0,0
Árbol de decisión,train,2,0,0
Árbol de decisión,train,5,0,0
Árbol de decisión,train,6,0,0
Árbol de decisión,train,7,0,0
Árbol de decisión,train,8,0,0
Árbol de decisión,train,11,0,0
Árbol de decisión,train,12,0,0
Árbol de decisión,train,13,0,0
Árbol de decisión,train,14,0,0
Árbol de decisión,train,15,0,0
Árbol de decisión,train,16,0,0
Árbol de decisión,train,19,0,0
Árbol de decisión,train,20,0,0
Árbol de decisión,train,21,0,0
Árbol de decisión,train,22,0,0
Árbol de decisión,train,24,0,0
Árbol de decisión,train,26,0,0
Árbol de decisión,train,27,0,0
Árbol de decisión,train,28,0,0
Árbol de decisión,train,29,0,0
Árbol de decisión,train,33,0,0
Árbol de decisión,train,34,0,0
Árbol de decisión,train,35,0,0
Árbol de decisión,train,36,0,0
Árbol de decisión,train,37,0,0
Árbol de decisión,train,42,0,0
Árbol de decisión,train,43,0,0
Árbol de decisión,train,44,0,0
Árbol de decisión,train,45,0,0
Árbol de decisión,train,46,0,0
Árbol de decisión,train,47,0,0
Árbol de decisión,train,48,1,1
Árbol de decisión,train,51,0,0
Árbol de decisión,train,52,0,0
Árbol de decisión,train,53,0,0
Árbol de decisión,train,54,0,0
Árbol de decisión,train,55,0,0
Árbol de decisión,train,56,0,0
Árbol de decisión,train,59,0,0
Árbol de decisión,train,60,0,0
Árbol de decisión,train,63,0,0
Árbol de decisión,train,64,0,0
Árbol de decisión,train,65,0,0
Árbol de decisión,train,67,0,0
Árbol de decisión,train,68,0,0
Árbol de decisión,train,72,0,0
Árbol de decisión,train,73,0,0
Árbol de decisión,train,74,0,0
Árbol de decisión,train,75,0,0
Árbol de decisión,train,76,0,0
Árbol de decisión,train,78,0,0
Árbol de decisión,train,79,0,0
Árbol de decisión,train,81,0,0
Árbol de decisión,train,82,0,0
Árbol de decisión,train,83,0,0
Árbol de decisión,train,85,0,0
Árbol de decisión,train,88,1,1
Árbol de decisión,train,89,1,1
Árbol de decisión,train,90,1,1
Árbol de decisión,train,91,1,1
Árbol de decisión,train,92,0,0
Árbol de decisión,train,93,0,0
Árbol de decisión,train,96,0,0
Árbol de decisión,train,97,0,0
Árbol de decisión,train,98,0,0
Árbol de decisión,train,99,0,0
Árbol de decisión,train,100,0,0
Árbol de decisión,train,101,0,0
Árbol de decisión,train,102,0,0
Árbol de decisión,train,106,0,0
Árbol de decisión,train,107,0,0
Árbol de decisión,train,108,0,0
Árbol de decisión,train,110,0,0
Árbol de decisión,train,112,0,0
Árbol de decisión,train,113,0,0
Árbol de decisión,train,114,0,0
Árbol de decisión,train,115,0,0
Árbol de decisión,train,118,0,0
Árbol de decisión,train,119,0,0
Árbol de decisión,train,122,0,0
Árbol de decisión,train,124,0,0
Árbol de decisión,train,125,0,0
Árbol de decisión,train,127,0,0
Árbol de decisión,train,128,0,0
Árbol de decisión,train,129,0,0
Árbol de decisión,train,131,0,0
Árbol de decisión,train,133,0,0
Árbol de decisión,train,134,0,0
Árbol de decisión,train,139,0,0
Árbol de decisión,train,140,0,0
Árbol de decisión,train,141,0,0
Árbol de decisión,train,143,0,0
Árbol de decisión,train,144,0,0
Árbol de decisión,train,147,0,0
Árbol de decisión,train,148,0,0
Árbol de decisión,train,149,0,0
Árbol de decisión,train,150,0,0
Árbol de decisión,train,152,0,0
Árbol de decisión,train,154,0,0
Árbol de decisión,train,155,0,0
Árbol de decisión,train,156,0,0
Árbol de decisión,train,157,0,0
Árbol de decisión,train,160,0,0
Árbol de decisión,train,161,0,0
Árbol de decisión,train,162,0,0
Árbol de decisión,train,163,0,0
Árbol de decisión,train,164,0,0
Árbol de decisión,train,165,0,0
Árbol de decisión,train,170,0,0
Árbol de decisión,train,171,0,0
Árbol de decisión,train,172,0,0
Árbol de decisión,train,173,0,0
Árbol de decisión,train,174,0,0
Árbol de decisión,train,177,0,0
Árbol de decisión,train,179,0,0
Árbol de decisión,train,180,0,0
Árbol de decisión,train,181,0,0
Árbol de decisión,train,182,0,0
Árbol de decisión,train,184,0,0
Árbol de decisión,train,185,0,0
Árbol de decisión,train,190,0,0
Árbol de decisión,train,192,0,0
Árbol de decisión,train,193,0,0
Árbol de decisión,train,194,0,0
Árbol de decisión,train,195,0,0
Árbol de decisión,train,199,0,0
Árbol de decisión,train,200,0,0
Árbol de decisión,train,201,0,0
Árbol de decisión,train,202,0,0
Árbol de decisión,train,203,0,0
Árbol de decisión,train,204,0,0
Árbol de decisión,train,205,0,0
Árbol de decisión,train,206,0,0
Árbol de decisión,train,209,0,0
Árbol de decisión,train,210,0,0
Árbol de decisión,train,211,0,0
Árbol de decisión,train,212,0,0
Árbol de decisión,train,213,0,0
Árbol de decisión,train,216,0,0
Árbol de decisión,train,217,0,0
Árbol de decisión,train,218,0,0
Árbol de decisión,train,219,0,0
Árbol de decisión,train,222,0,0
Árbol de decisión,train,223,1,0
Árbol de decisión,train,224,1,1
Árbol de decisión,train,225,1,1
Árbol de decisión,train,226,1,1
Árbol de decisión,train,227,1,1
Árbol de decisión,train,230,1,1
Árbol de decisión,train,231,1,1
Árbol de decisión,train,232,1,1
Árbol de decisión,train,233,1,1
Árbol de decisión,train,234,1,1
Árbol de decisión,train,237,1,1
Árbol de decisión,train,238,1,1
Árbol de decisión,train,239,1,1
Árbol de decisión,train,240,1,1
Árbol de decisión,train,241,1,1
Árbol de decisión,train,244,0,0
Árbol de decisión,train,245,0,0
Árbol de decisión,train,246,0,0
Árbol de decisión,train,247,0,0
Árbol de decisión,train,248,0,0
Árbol de decisión,train,251,0,0
Árbol de decisión,train,252,0,0
Árbol de decisión,train,253,0,0
Árbol de decisión,train,254,0,0
Árbol de decisión,train,255,0,0
Árbol de decisión,train,258,0,0
Árbol de decisión,train,259,0,0
Árbol de decisión,train,260,0,0
Árbol de decisión,train,261,0,0
Árbol de decisión,train,262,0,0
Árbol de decisión,train,265,0,0
Árbol de decisión,train,266,0,0
Árbol de decisión,train,267,0,0
Árbol de decisión,train,268,0,0
Árbol de decisión,train,269,0,0
Árbol de decisión,train,271,0,0
Árbol de decisión,train,273,0,0
Árbol de decisión,train,274,0,0
Árbol de decisión,train,275,0,0
Árbol de decisión,train,276,0,0
Árbol de decisión,train,277,0,0
Árbol de decisión,train,280,0,0
Árbol de decisión,train,281,0,0
Árbol de decisión,train,282,0,0
Árbol de decisión,train,283,0,0
Árbol de decisión,train,284,0,0
Árbol de decisión,train,285,0,0
Árbol de decisión,train,288,0,0
Árbol de decisión,train,289,0,0
Árbol de decisión,train,290,0,0
Árbol de decisión,train,293,0,0
Árbol de decisión,train,294,0,0
Árbol de decisión,train,295,0,0
Árbol de decisión,train,296,0,0
Árbol de decisión,train,297,0,0
Árbol de decisión,train,300,1,1
Árbol de decisión,train,301,1,1
Árbol de decisión,train,302,1,1
Árbol de decisión,train,303,1,1
Árbol de decisión,train,304,1,1
Árbol de decisión,train,305,1,1
Árbol de decisión,train,308,1,1
Árbol de decisión,train,309,1,1
Árbol de decisión,train,310,1,1
Árbol de decisión,train,311,1,1
Árbol de decisión,train,312,1,1
Árbol de decisión,train,314,1,1
Árbol de decisión,train,315,1,1
Árbol de decisión,train,317,1,1
Árbol de decisión,train,318,1,1
Árbol de decisión,train,319,1,1
Árbol de decisión,train,321,1,1
Árbol de decisión,train,322,1,1
Árbol de decisión,train,324,1,1
Árbol de decisión,train,325,1,1
Árbol de decisión,train,326,1,1
Árbol de decisión,train,328,1,1
Árbol de decisión,train,329,1,1
Árbol de decisión,train,331,1,1
Árbol de decisión,train,332,1,1
Árbol de decisión,train,333,1,1
Árbol de decisión,train,335,1,1
Árbol de decisión,train,336,1,1
Árbol de decisión,train,337,1,1
Árbol de decisión,train,338,1,1
Árbol de decisión,train,340,0,0
Árbol de decisión,train,343,1,1
Árbol de decisión,train,344,1,1
Árbol de decisión,train,345,1,1
Árbol de decisión,train,346,1,1
Árbol de decisión,train,347,1,1
Árbol de decisión,train,348,1,1
Árbol de decisión,train,349,1,1
Árbol de decisión,train,352,1,1
Árbol de decisión,train,353,1,1
Árbol de decisión,train,354,1,1
Árbol de decisión,train,355,0,0
Árbol de decisión,train,356,1,1
Árbol de decisión,train,357,1,1
Árbol de decisión,train,358,1,1
Árbol de decisión,train,361,1,1
Árbol de decisión,train,362,1,1
Árbol de decisión,train,363,1,1
Árbol de decisión,train,365,1,1
Árbol de decisión,train,367,1,1
Árbol de decisión,train,368,1,1
Árbol de decisión,train,371,1,1
Árbol de decisión,train,372,1,1
Árbol de decisión,train,373,1,1
Árbol de decisión,train,374,1,1
Árbol de decisión,train,375,1,1
Árbol de decisión,train,376,1,1
Árbol de decisión,train,377,1,1
Árbol de decisión,train,378,1,1
Árbol de decisión,train,381,1,1
Árbol de decisión,train,382,1,1
Árbol de decisión,validacion,4,0,0
Árbol de decisión,validacion,10,0,0
Árbol de decisión,validacion,18,0,0
Árbol de decisión,validacion,23,0,0
Árbol de decisión,validacion,31,0,0
Árbol de decisión,validacion,41,0,0
Árbol de decisión,validacion,50,0,0
Árbol de decisión,validacion,58,0,0
Árbol de decisión,validacion,62,0,0
Árbol de decisión,validacion,71,0,0
Árbol de decisión,validacion,84,0,0
Árbol de decisión,validacion,87,1,0
Árbol de decisión,validacion,95,0,0
Árbol de decisión,validacion,104,0,0
Árbol de decisión,validacion,111,0,0
Árbol de decisión,validacion,117,0,0
Árbol de decisión,validacion,130,0,0
Árbol de decisión,validacion,136,0,1
Árbol de decisión,validacion,142,0,0
Árbol de decisión,validacion,146,0,0
Árbol de decisión,validacion,153,0,0
Árbol de decisión,validacion,159,0,0
Árbol de decisión,validacion,169,0,1
Árbol de decisión,validacion,176,0,0
Árbol de decisión,validacion,188,0,0
Árbol de decisión,validacion,191,0,0
Árbol de decisión,validacion,198,0,0
Árbol de decisión,validacion,208,0,0
Árbol de decisión,validacion,215,0,0
Árbol de decisión,validacion,221,0,0
Árbol de decisión,validacion,229,1,1
Árbol de decisión,validacion,236,1,0
Árbol de decisión,validacion,243,0,0
Árbol de decisión,validacion,250,0,0
Árbol de decisión,validacion,257,0,0
Árbol de decisión,validacion,264,0,0
Árbol de decisión,validacion,272,0,0
Árbol de decisión,validacion,279,0,1
Árbol de decisión,validacion,287,0,0
Árbol de decisión,validacion,291,0,0
Árbol de decisión,validacion,299,1,0
Árbol de decisión,validacion,307,1,0
Árbol de decisión,validacion,316,1,1
Árbol de decisión,validacion,323,1,1
Árbol de decisión,validacion,330,1,1
Árbol de decisión,validacion,339,0,1
Árbol de decisión,validacion,342,1,1
Árbol de decisión,validacion,351,1,0
Árbol de decisión,validacion,360,1,1
Árbol de decisión,validacion,366,1,1
Árbol de decisión,validacion,370,1,1
Árbol de decisión,validacion,380,1,1
Random Forest,train,0,0,0
Random Forest,train,1,0,0
Random Forest,train,2,0,0
Random Forest,train,5,0,0
Random Forest,train,6,0,0
Random Forest,train,7,0,0
Random Forest,train,8,0,0
Random Forest,train,11,0,0
Random Forest,train,12,0,0
Random Forest,train,13,0,0
Random Forest,train,14,0,0
Random Forest,train,15,0,0
Random Forest,train,16,0,0
Random Forest,train,19,0,0
Random Forest,train,20,0,0
Random Forest,train,21,0,0
Random Forest,train,22,0,0
Random Forest,train,24,0,0
Random Forest,train,26,0,0
Random Forest,train,27,0,0
Random Forest,train,28,0,0
Random Forest,train,29,0,0
Random Forest,train,33,0,0
Random Forest,train,34,0,0
Random Forest,train,35,0,0
Random Forest,train,36,0,0
Random Forest,train,37,0,0
Random Forest,train,42,0,0
Random Forest,train,43,0,0
Random Forest,train,44,0,0
Random Forest,train,45,0,0
Random Forest,train,46,0,0
Random Forest,train,47,0,0
Random Forest,train,48,1,1
Random Forest,train,51,0,0
Random Forest,train,52,0,0
Random Forest,train,53,0,0
Random Forest,train,54,0,0
Random Forest,train,55,0,0
Random Forest,train,56,0,0
Random Forest,train,59,0,0
Random Forest,train,60,0,0
Random Forest,train,63,0,0
Random Forest,train,64,0,0
Random Forest,train,65,0,0
Random Forest,train,67,0,0
Random Forest,train,68,0,0
Random Forest,train,72,0,0
Random Forest,train,73,0,0
Random Forest,train,74,0,0
Random Forest,train,75,0,0
Random Forest,train,76,0,0
Random Forest,train,78,0,0
Random Forest,train,79,0,0
Random Forest,train,81,0,0
Random Forest,train,82,0,0
Random Forest,train,83,0,0
Random Forest,train,85,0,0
Random Forest,train,88,1,1
Random Forest,train,89,1,1
Random Forest,train,90,1,1
Random Forest,train,91,1,1
Random Forest,train,92,0,0
Random Forest,train,93,0,0
Random Forest,train,96,0,0
Random Forest,train,97,0,0
Random Forest,train,98,0,0
Random Forest,train,99,0,0
Random Forest,train,100,0,0
Random Forest,train,101,0,0
Random Forest,train,102,0,0
Random Forest,train,106,0,0
Random Forest,train,107,0,0
Random Forest,train,108,0,0
Random Forest,train,110,0,0
Random Forest,train,112,0,0
Random Forest,train,113,0,0
Random Forest,train,114,0,0
Random Forest,train,115,0,0
Random Forest,train,118,0,0
Random Forest,train,119,0,0
Random Forest,train,122,0,0
Random Forest,train,124,0,0
Random Forest,train,125,0,0
Random Forest,train,127,0,0
Random Forest,train,128,0,0
Random Forest,train,129,0,0
Random Forest,train,131,0,0
Random Forest,train,133,0,0
Random Forest,train,134,0,0
Random Forest,train,139,0,0
Random Forest,train,140,0,0
Random Forest,train,141,0,0
Random Forest,train,143,0,0
Random Forest,train,144,0,0
Random Forest,train,147,0,0
Random Forest,train,148,0,0
Random Forest,train,149,0,0
Random Forest,train,150,0,0
Random Forest,train,152,0,0
Random Forest,train,154,0,0
Random Forest,train,155,0,0
Random Forest,train,156,0,0
Random Forest,train,157,0,0
Random Forest,train,160,0,0
Random Forest,train,161,0,0
Random Forest,train,162,0,0
Random Forest,train,163,0,0
Random Forest,train,164,0,0
Random Forest,train,165,0,0
Random Forest,train,170,0,0
Random Forest,train,171,0,0
Random Forest,train,172,0,0
Random Forest,train,173,0,0
Random Forest,train,174,0,0
Random Forest,train,177,0,0
Random Forest,train,179,0,0
Random Forest,train,180,0,0
Random Forest,train,181,0,0
Random Forest,train,182,0,0
Random Forest,train,184,0,0
Random Forest,train,185,0,0
Random Forest,train,190,0,0
Random Forest,train,192,0,0
Random Forest,train,193,0,0
Random Forest,train,194,0,0
Random Forest,train,195,0,0
Random Forest,train,199,0,0
Random Forest,train,200,0,0
Random Forest,train,201,0,0
Random Forest,train,202,0,0
Random Forest,train,203,0,0
Random Forest,train,204,0,0
Random Forest,train,205,0,0
Random Forest,train,206,0,0
Random Forest,train,209,0,0
Random Forest,train,210,0,0
Random Forest,train,211,0,0
Random Forest,train,212,0,0
Random Forest,train,213,0,0
Random Forest,train,216,0,0
Random Forest,train,217,0,0
Random Forest,train,218,0,0
Random Forest,train,219,0,0
Random Forest,train,222,0,0
Random Forest,train,223,1,0
Random Forest,train,224,1,1
Random Forest,train,225,1,1
Random Forest,train,226,1,1
Random Forest,train,227,1,1
Random Forest,train,230,1,1
Random Forest,train,231,1,1
Random Forest,train,232,1,1
Random Forest,train,233,1,1
Random Forest,train,234,1,1
Random Forest,train,237,1,1
Random Forest,train,238,1,1
Random Forest,train,239,1,1
Random Forest,train,240,1,1
Random Forest,train,241,1,1
Random Forest,train,244,0,0
Random Forest,train,245,0,0
Random Forest,train,246,0,0
Random Forest,train,247,0,0
Random Forest,train,248,0,0
Random Forest,train,251,0,0
Random Forest,train,252,0,0
Random Forest,train,253,0,0
Random Forest,train,254,0,0
Random Forest,train,255,0,0
Random Forest,train,258,0,0
Random Forest,train,259,0,0
Random Forest,train,260,0,0
Random Forest,train,261,0,0
Random Forest,train,262,0,0
Random Forest,train,265,0,0
Random Forest,train,266,0,0
Random Forest,train,267,0,0
Random Forest,train,268,0,0
Random Forest,train,269,0,0
Random Forest,train,271,0,0
Random Forest,train,273,0,0
Random Forest,train,274,0,0
Random Forest,train,275,0,0
Random Forest,train,276,0,0
Random Forest,train,277,0,0
Random Forest,train,280,0,0
Random Forest,train,281,0,0
Random Forest,train,282,0,0
Random Forest,train,283,0,0
Random Forest,train,284,0,0
Random Forest,train,285,0,0
Random Forest,train,288,0,0
Random Forest,train,289,0,0
Random Forest,train,290,0,0
Random Forest,train,293,0,0
Random Forest,train,294,0,0
Random Forest,train,295,0,0
Random Forest,train,296,0,0
Random Forest,train,297,0,0
Random Forest,train,300,1,1
Random Forest,train,301,1,1
Random Forest,train,302,1,1
Random Forest,train,303,1,1
Random Forest,train,304,1,1
Random Forest,train,305,1,1
Random Forest,train,308,1,1
Random Forest,train,309,1,1
Random Forest,train,310,1,1
Random Forest,train,311,1,1
Random Forest,train,312,1,1
Random Forest,train,314,1,1
Random Forest,train,315,1,1
Random Forest,train,317,1,1
Random Forest,train,318,1,1
Random Forest,train,319,1,1
Random Forest,train,321,1,1
Random Forest,train,322,1,1
Random Forest,train,324,1,1
Random Forest,train,325,1,1
Random Forest,train,326,1,1
Random Forest,train,328,1,1
Random Forest,train,329,1,1
Random Forest,train,331,1,1
Random Forest,train,332,1,1
Random Forest,train,333,1,1
Random Forest,train,335,1,1
Random Forest,train,336,1,1
Random Forest,train,337,1,1
Random Forest,train,338,1,1
Random Forest,train,340,0,0
Random Forest,train,343,1,1
Random Forest,train,344,1,1
Random Forest,train,345,1,1
Random Forest,train,346,1,1
Random Forest,train,347,1,1
Random Forest,train,348,1,1
Random Forest,train,349,1,1
Random Forest,train,352,1,1
Random Forest,train,353,1,1
Random Forest,train,354,1,1
Random Forest,train,355,0,0
Random Forest,train,356,1,1
Random Forest,train,357,1,1
Random Forest,train,358,1,1
Random Forest,train,361,1,1
Random Forest,train,362,1,1
Random Forest,train,363,1,1
Random Forest,train,365,1,1
Random Forest,train,367,1,1
Random Forest,train,368,1,1
Random Forest,train,371,1,1
Random Forest,train,372,1,1
Random Forest,train,373,1,1
Random Forest,train,374,1,1
Random Forest,train,375,1,1
Random Forest,train,376,1,1
Random Forest,train,377,1,1
Random Forest,train,378,1,1
Random Forest,train,381,1,1
Random Forest,train,382,1,1
Random Forest,validacion,4,0,0
Random Forest,validacion,10,0,0
Random Forest,validacion,18,0,0
Random Forest,validacion,23,0,0
Random Forest,validacion,31,0,0
Random Forest,validacion,41,0,0
Random Forest,validacion,50,0,0
Random Forest,validacion,58,0,0
Random Forest,validacion,62,0,0
Random Forest,validacion,71,0,0
Random Forest,validacion,84,0,1
Random Forest,validacion,87,1,0
Random Forest,validacion,95,0,0
Random Forest,validacion,104,0,0
Random Forest,validacion,111,0,0
Random Forest,validacion,117,0,0
Random Forest,validacion,130,0,0
Random Forest,validacion,136,0,0
Random Forest,validacion,142,0,0
Random Forest,validacion,146,0,0
Random Forest,validacion,153,0,0
Random Forest,validacion,159,0,0
Random Forest,validacion,169,0,0
Random Forest,validacion,176,0,0
Random Forest,validacion,188,0,0
Random Forest,validacion,191,0,0
Random Forest,validacion,198,0,0
Random Forest,validacion,208,0,0
Random Forest,validacion,215,0,0
Random Forest,validacion,221,0,0
Random Forest,validacion,229,1,1
Random Forest,validacion,236,1,1
Random Forest,validacion,243,0,0
Random Forest,validacion,250,0,0
Random Forest,validacion,257,0,0
Random Forest,validacion,264,0,0
Random Forest,validacion,272,0,0
Random Forest,validacion,279,0,0
Random Forest,validacion,287,0,0
Random Forest,validacion,291,0,1
Random Forest,validacion,299,1,0
Random Forest,validacion,307,1,1
Random Forest,validacion,316,1,1
Random Forest,validacion,323,1,1
Random Forest,validacion,330,1,1
Random Forest,validacion,339,0,0
Random Forest,validacion,342,1,1
Random Forest,validacion,351,1,0
Random Forest,validacion,360,1,1
Random Forest,validacion,366,1,1
Random Forest,validacion,370,1,1
Random Forest,validacion,380,1,1
Gradient Boosting,train,0,0,0
Gradient Boosting,train,1,0,0
Gradient Boosting,train,2,0,0
Gradient Boosting,train,5,0,0
Gradient Boosting,train,6,0,0
Gradient Boosting,train,7,0,0
Gradient Boosting,train,8,0,0
Gradient Boosting,train,11,0,0
Gradient Boosting,train,12,0,0
Gradient Boosting,train,13,0,0
